Regency Diaper Industries Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Reetech International Cargo and Courier Ltd.,Coal,53.6,Company with Low Debt,Low Piotroski Score : Companies with weak financials,RSI indicating price strength ,53.6,53.6,36.9,105.0
Refex Renewables & Infrastructure Ltd.,Power Generation/Distribution,469.0,"Strong Momentum: Price above short, medium and long term moving averages",Red Flag: High Interest Payments Compared to Earnings,Stock with Low PE (PE < = 10) ,454.95,469.95,0.0,469.95
Refex Industries Rights Entitlements Ltd.,Chemicals,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Refex Industries Ltd.,Gas Distribution,683.95,"Strong Momentum: Price above short, medium and long term moving averages",Decline in Quarterly Net Profit with falling Profit Margin (YoY),Highest Recovery from 52 Week Low ,677.55,685.0,219.95,924.0
Regaliaa Realty Ltd.,Construction & Contracting - Housing,15.9,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,15.9,15.9,15.9,16.9
Redtape Ltd.,Footwear,563.05,Strong Annual EPS Growth,Decline in Net Profit with falling Profit Margin (QoQ),Positive Breakout First Resistance ( LTP > R1) ,540.0,565.0,2.0,575.0
Regency Spinning Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Refco & Wessamat Appliances Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Regal Entertainment and Consultants Ltd.,Finance - Investment,5.85,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,5.85,5.85,2.67,9.63
Recron Synthetics Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Recursion Software Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Refnol Resin Ltd.,Commodity Chemicals,104.0,"Strong Momentum: Price above short, medium and long term moving averages",Red Flag: High Interest Payments Compared to Earnings,Negative to Positive growth in Sales and Profit with Strong Price momentum ,101.3,108.9,22.4,112.25
Real Value Appliances Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Real Growth Commercial Enterprises Ltd.,Trading,10.0,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,10.0,10.0,10.0,10.0
Redington Ltd.,Trading,178.9,"Strong Momentum: Price above short, medium and long term moving averages",Poor cash generated from core business - Declining Cash Flow from Operations for last 2 years,Negative to Positive growth in Sales and Profit with Strong Price momentum ,177.5,180.5,136.2,196.0
Realtime Finlease Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
REC Ltd.,Finance Term Lending,468.0,"Strong Momentum: Price above short, medium and long term moving averages",Companies with High Debt,Positive Breakout First Resistance ( LTP > R1) ,453.1,471.0,110.45,471.0
Reacto Papers India Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Real Touch Finance Ltd.,Finance - Investment,0.0,"Strong Momentum: Price above short, medium and long term moving averages",Negative Breakdown Third Support (LTP < S3),Highest Recovery from 52 Week Low ,32.67,32.67,15.4,46.95
RCS Vanaspati Industries Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
RCL Retail Ltd.,Food & Drug Retailing,12.25,"Strong Momentum: Price above short, medium and long term moving averages",Poor cash generated from core business - Declining Cash Flow from Operations for last 2 years,Positive Breakout Third Resistance ( LTP > R3) ,12.0,12.25,4.96,13.54
Ready Foods Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
RDB Rasayans Ltd.,Packaging - Sacks and Bags,151.25,"Strong Momentum: Price above short, medium and long term moving averages",Inefficient use of shareholder funds - ROE declining in the last 2 years,Highest Recovery from 52 Week Low ,150.15,155.0,67.6,159.5
Real Strips Ltd.,Iron & Steel,8.6,Effectively using Shareholders fund - Return on equity (ROE) improving since last 2 year,Negative Breakdown Third Support (LTP < S3),Stock with Low PE (PE < = 10) ,8.6,8.6,5.82,13.73
RDB Realty and Infrastructure Ltd.,Construction - Real Estate,80.94,Strong Annual EPS Growth,Decline in Net Profit with falling Profit Margin (QoQ),"Companies with current TTM PE Ratio less than 3 Year, 5 Year and 10 Year PE ",78.3,81.8,32.1,95.99
Real Eco-Energy Ltd.,Construction - Real Estate,28.99,Strong Annual EPS Growth,Declining Revenue every quarter for the past 2 quarters,No Opportunity for this stock,26.6,29.98,19.8,45.95
Reckitt Benckiser Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
RCL Foods Ltd.,Food Processing,14.25,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,14.25,14.25,14.25,15.0
RBM Infracon Ltd.,Engineering,NaN,"Strong Momentum: Price above short, medium and long term moving averages",Low Piotroski Score : Companies with weak financials,Positive Breakout Third Resistance ( LTP > R3) ,603.05,603.05,50.5,603.05
RBZ Jewellers Ltd.,Diamond  &  Jewellery,205.15,Effectively using Shareholders fund - Return on equity (ROE) improving since last 2 year,Low Piotroski Score : Companies with weak financials,Highest Recovery from 52 Week Low ,204.55,214.95,96.0,255.35
Ravish Infusions Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
RCI Industries & Technologies Ltd.,Metals - Non Ferrous,4.39,MACD Crossover Above Signal Line,Poor cash generated from core business - Declining Cash Flow from Operations for last 2 years,Stock with Low PE (PE < = 10) ,4.39,4.39,2.86,11.99
Raymond Ltd.,Textiles & Apparel,NaN,"Strong Momentum: Price above short, medium and long term moving averages",Promoters increased pledged shares QoQ,"Companies with current TTM PE Ratio less than 3 Year, 5 Year and 10 Year PE ",1795.0,1821.15,1101.0,2240.0
Ravraj Impex Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Ravlon Pen Company Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Ravinder Heights Ltd.,Construction - Real Estate,60.0,"Strong Momentum: Price above short, medium and long term moving averages","Rising other income, and low operating income",Turnaround companies- loss to profit QoQ ,55.55,61.35,16.97,63.92
Ravindra Energy Ltd.,Power Generation/Distribution,84.8,"Strong Momentum: Price above short, medium and long term moving averages",Declining Revenue every quarter for the past 2 quarters,Positive Breakout Second Resistance  ( LTP > R2) ,77.8,86.0,40.0,86.0
Ravi Spinning Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Ravi Kumar Distilleries Ltd.,Breweries & Distilleries,0.0,"Strong Momentum: Price above short, medium and long term moving averages",Poor cash generated from core business - Declining Cash Flow from Operations for last 2 years,Highest Recovery from 52 Week Low ,26.15,26.15,10.6,29.5
Raymed Labs Ltd.,Pharmaceuticals & Drugs,2.46,"Strong Momentum: Price above short, medium and long term moving averages",Inefficient use of capital to generate profits - RoCE declining in the last 2 years,Stock with Low PE (PE < = 10) ,2.46,2.46,0.92,2.46
Rayban Sun Optics Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Raw Edge Industrial Solutions Ltd.,Specialty Mining & Metals,40.25,Effectively using its capital to generate profit - RoCE improving in last 2 years,MACD Crossover Below Signal Line,Stock with Low PE (PE < = 10) ,39.5,41.99,38.05,56.5
Ravi Leela Granites Ltd.,Ceramics/Marble/Granite/Sanitaryware,37.55,"Strong Momentum: Price above short, medium and long term moving averages",Companies with Increasing Debt,Turnaround companies- loss to profit QoQ ,37.5,40.99,27.01,47.35
Ravi Hi-Tech Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Rattan Vanaspati Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Ratnaveer Precision Engineering Ltd.,Iron & Steel,117.45,Effectively using Shareholders fund - Return on equity (ROE) improving since last 2 year,MACD Crossover Below Signal Line,No Opportunity for this stock,116.2,117.7,98.0,138.0
RBL Bank Ltd.,Bank - Private,269.85,Strong Annual EPS Growth,Red Flag: High Interest Payments Compared to Earnings,Brokers upgraded recommendation or target price in the past three months ,261.35,277.95,131.6,300.7
Rattanindia Enterprises Ltd.,Miscellaneous,84.22,Increasing Revenue every quarter for the past 2 quarters,Promoters increased pledged shares QoQ,Highest Recovery from 52 Week Low ,79.55,84.5,32.15,88.0
Ratna Drugs Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Raunaq EPC International Ltd.,Infrastructure,37.5,"Strong Momentum: Price above short, medium and long term moving averages",Inefficient use of capital to generate profits - RoCE declining in the last 2 years,Positive Breakout Third Resistance ( LTP > R3) ,37.5,37.99,19.7,41.1
RattanIndia Power Ltd.,Power Generation/Distribution,10.92,"Strong Momentum: Price above short, medium and long term moving averages",Red Flag: High Interest Payments Compared to Earnings,Highest Recovery from 52 Week Low ,10.4,11.05,2.8,11.7
Ratnamani Agro Industries Ltd.,Edible Oils & Solvent Extraction,0.86,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,0.86,0.86,0.86,1.58
Ravalagaon Sugar Farm Ltd.,Sugar,808.3,Growth in Net Profit with increasing Profit Margin (QoQ),Low Piotroski Score : Companies with weak financials,Stock with Low PE (PE < = 10) ,808.3,808.3,808.3,5800.0
Ratnamani Metals and Tubes Ltd.,Metals - Castings/Forgings,NaN,Company with high TTM EPS Growth,MFs decreased their shareholding last quarter,Brokers upgraded recommendation or target price in the past three months ,3265.55,3323.8,1915.5,3938.8
Ratnamani Engineering Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Ratnabali Capital Markets Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Rathi India Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Rathi Steel and Power Ltd.,Steel - Rolling,41.89,"Strong Momentum: Price above short, medium and long term moving averages",Decline in Net Profit with falling Profit Margin (QoQ),Positive Breakout Third Resistance ( LTP > R3) ,41.89,41.89,3.15,41.89
Raunaq Finance Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Ratan Glitter Industries Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Rathi Industries Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Rajsanket Realty Ltd.,Finance - General,53.2,New 52 Week High,Red Flag: High Interest Payments Compared to Earnings,Stock with Low PE (PE < = 10) ,53.2,53.2,53.2,58.8
Rategain Travel Technologies Ltd.,Software,750.0,"Strong Momentum: Price above short, medium and long term moving averages",MFs decreased their shareholding last quarter,Highest Recovery from 52 Week Low ,740.0,759.9,313.3,789.0
Rathi Ispat Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Rasoi Ltd.,Vegetable Oils & Products,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,31375.0,31500.0,22781.0,38000.0
Ratnabhumi Developers Ltd.,Construction - Real Estate,129.0,Effectively using its capital to generate profit - RoCE improving in last 2 years,Red Flag: High Interest Payments Compared to Earnings,Negative to Positive growth in Sales and Profit with Strong Price momentum ,129.0,135.45,86.5,161.75
Rathi Bars Ltd.,Iron & Steel,39.14,"Strong Momentum: Price above short, medium and long term moving averages",No weakness for this stock,Positive Breakout Third Resistance ( LTP > R3) ,37.0,41.2,19.0,41.2
Rasi Electrodes Ltd.,Electrodes & Welding Equipment,23.05,Effectively using its capital to generate profit - RoCE improving in last 2 years,No weakness for this stock,Positive Breakout First Resistance ( LTP > R1) ,22.5,23.71,11.25,28.29
Rashel Agrotech Ltd.,Trading,0.88,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,0.81,0.88,0.61,1.79
Rasoya Proteins Ltd.,Vegetable Oils & Products,0.16,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,0.16,0.16,0.16,0.16
Rashtriya Chemicals and Fertilisers Ltd.,Fertilizers,187.55,"Strong Momentum: Price above short, medium and long term moving averages",Decline in Net Profit with falling Profit Margin (QoQ),Positive Breakout Second Resistance  ( LTP > R2) ,178.75,189.7,89.5,189.7
Rashtriya Ispat Nigam Ltd.,NaN,NaN,Company with Low Debt,Companies with growing costs YoY for long term projects,Positive breakout Third resistance ( LTP > R3) ,NaN,NaN,NaN,NaN
Ras Propack Lamipack Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Ras Extrusions Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Ras Resorts and Apart Hotels Ltd.,"Hotel, Resort & Restaurants",47.65,Effectively using its capital to generate profit - RoCE improving in last 2 years,High PE with Negative ROE,Turnaround companies- loss to profit QoQ ,44.85,49.5,27.0,56.26
Rank Aqua Estates Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Rasik Plast Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Rap Media Ltd.,Construction - Residential & Commercial Complexes,0.0,Company with Low Debt,"Rising other income, and low operating income",Stock with Low PE (PE < = 10) ,0.0,0.0,13.02,30.45
Ratan Steels Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Rasandik Engineering Industries (India) Ltd.,Auto Ancillaries - Sheet Metals,123.95,Effectively using its capital to generate profit - RoCE improving in last 2 years,Red Flag: High Interest Payments Compared to Earnings,Turnaround companies- loss to profit QoQ ,121.0,124.0,53.0,155.85
Ranjeet Mechatronics Ltd.,Engineering,48.19,New 52 week high today,No weakness for this stock,Highest Recovery from 52 Week Low ,48.19,48.19,15.99,48.19
Rapicut Carbides Ltd.,Engineering - Industrial Equipments,79.0,"Strong Momentum: Price above short, medium and long term moving averages",Inefficient use of shareholder funds - ROE declining in the last 2 years,Negative to Positive growth in Sales and Profit with Strong Price momentum ,78.9,80.0,39.2,88.4
Ransi Cargo India Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Rapid Investments Ltd.,Finance - NBFC,0.0,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,0.0,0.0,22.45,30.85
Ranjit Securities Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Ranklin Solutions Ltd.,Computers - Software Medium & Small,1.63,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,1.63,1.71,1.58,3.34
Ranisagar Cement Company Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Ranjeev Alloys Ltd.,Steel - Medium & Small,1.3,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,1.3,1.3,1.13,1.87
Rane Holdings Ltd.,Finance - Investment,NaN,Company with high TTM EPS Growth,No weakness for this stock,No Opportunity for this stock,1261.0,1279.9,825.0,1385.3
Rana Sugars Ltd.,Sugar,23.01,Book Value per share Improving for last 2 years,Negative Breakdown First Support (LTP < S1),Stock with Low PE (PE < = 10) ,22.95,23.35,19.5,30.4
Ranbaxy Laboratories Ltd.,Pharmaceuticals,859.9,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,810.3,869.0,414.4,869.0
Rane Madras Ltd.,Auto Ancillaries - Gears,840.0,"Strong Momentum: Price above short, medium and long term moving averages",No weakness for this stock,Results Screener: Stocks with upcoming results which are seeing positive shifts in share price ,821.3,842.4,385.5,990.5
Rana Mohendra Papers Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Rane Brake Linings Ltd.,Auto Ancillaries,890.35,"Strong Momentum: Price above short, medium and long term moving averages",No weakness for this stock,Results Screener: Stocks with upcoming results which are seeing positive shifts in share price ,856.0,903.95,586.55,942.0
Rane Engine Valves Ltd.,Auto Ancillaries - Engine Parts,457.05,"Strong Momentum: Price above short, medium and long term moving averages",High PE with Negative ROE,Results Screener: Stocks with upcoming results which are seeing positive shifts in share price ,437.0,467.4,195.0,505.95
Rane Computers Consultancy Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Rampur Engineering Co Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Ramkrishna Forgings Ltd.,Auto Ancillaries - Castings/Forgings,769.75,"Strong Momentum: Price above short, medium and long term moving averages",MFs decreased their shareholding last quarter,Highest Recovery from 52 Week Low ,760.0,780.3,244.7,814.7
Ranakpurji Exports and Industries Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Rampur Distillery and Chemicals Company Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Ramsarup Industries Ltd.,Iron & Steel,1.2,FII / FPI or Institutions increasing their shareholding,Negative Breakdown Third Support (LTP < S3),Highest Recovery from 52 Week Low ,1.2,1.2,0.34,1.2
Rander Corporation Ltd.,Construction - Residential & Commercial Complexes,9.97,"Strong Momentum: Price above short, medium and long term moving averages",Decline in Quarterly Net Profit (YoY),Positive Breakout Second Resistance  ( LTP > R2) ,9.85,9.97,4.46,10.6
Ramjidas Chemcials Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Rams Transformers Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Rammaica (India) Ltd.,Trading,2.79,Annual Net Profits improving for last 2 years,Degrowth in Revenue and Profit,Positive breakout Third resistance ( LTP > R3) ,2.75,2.87,2.54,4.55
Ramsons Projects Ltd.,Finance - Investment,27.95,"Strong Momentum: Price above short, medium and long term moving averages",Inefficient use of capital to generate profits - RoCE declining in the last 2 years,Positive Breakout Third Resistance ( LTP > R3) ,27.95,28.0,20.38,31.97
Ramsunar Rolsteel Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Ramgopal Polytex Ltd.,Textiles & Apparel,6.1,Company with Low Debt,Inefficient use of capital to generate profits - RoCE declining in the last 2 years,Stock with Low PE (PE < = 10) ,0.0,0.0,2.6,3.0
Ramky Infrastructure Ltd.,Construction - Infrastructure,796.0,"Strong Momentum: Price above short, medium and long term moving averages",Red Flag: High Interest Payments Compared to Earnings,Profit making Companies with High ROCE and Low PE ,787.35,811.8,251.5,829.0
The Ramco Cements Ltd.,Cement,958.0,Company with high TTM EPS Growth,Promoters increased pledged shares QoQ,Brokers upgraded recommendation or target price in the past three months ,954.8,963.0,642.05,1058.2
Rama Petrochemicals Ltd.,Construction - Residential & Commercial Complexes,7.69,"Strong Momentum: Price above short, medium and long term moving averages",Decline in Quarterly Net Profit with falling Profit Margin (YoY),Highest Recovery from 52 Week Low ,7.69,7.69,2.15,7.73
Rama Paper Mills Ltd.,Paper & Forest Products,21.2,Company with Zero Promoter Pledge,Decline in Net Profit with falling Profit Margin (QoQ),Stock with Low PE (PE < = 10) ,20.15,21.5,14.84,34.21
Ramco Industries Ltd.,Cement,245.25,"Strong Momentum: Price above short, medium and long term moving averages",Poor cash generated from core business - Declining Cash Flow from Operations for last 2 years,Highest Recovery from 52 Week Low ,240.4,246.0,117.35,248.8
Ramco Super Leathers  Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Rama Vision Ltd.,Trading,81.75,"Strong Momentum: Price above short, medium and long term moving averages",Poor cash generated from core business - Declining Cash Flow from Operations for last 2 years,Highest Recovery from 52 Week Low ,81.05,84.99,33.16,87.15
Ram Minerals and Chemicals Ltd.,Speciality Chemicals,0.49,Rising Net Cash Flow and Cash from Operating activity,New 52 week Low,No Opportunity for this stock,0.49,0.49,0.49,0.64
Rama Phosphates Ltd.,Fertilizers,225.3,"Strong Momentum: Price above short, medium and long term moving averages",Poor cash generated from core business - Declining Cash Flow from Operations for last 2 years,Positive Breakout Second Resistance  ( LTP > R2) ,221.95,229.5,42.4,229.5
Ramchandra Leasing & Finance Ltd.,Finance - NBFC,1.07,Effectively using its capital to generate profit - RoCE improving in last 2 years,Negative Breakdown First Support (LTP < S1),No Opportunity for this stock,1.06,1.11,0.57,1.5
Rama Steel Tubes Ltd.,Auto Ancillaries - Castings/Forgings,46.97,"Strong Momentum: Price above short, medium and long term moving averages",Poor cash generated from core business - Declining Cash Flow from Operations for last 2 years,Positive Breakout Third Resistance ( LTP > R3) ,41.05,47.15,26.45,47.15
Ramco System Ltd.,Software,321.85,"Strong Momentum: Price above short, medium and long term moving averages",Inefficient use of capital to generate profits - RoCE declining in the last 2 years,Stock with Low PE (PE < = 10) ,318.0,325.9,188.6,346.7
Rajvir Industries Ltd.,Textiles & Apparel,5.98,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,5.25,5.25,4.0,7.6
Ram Ratna Wires Ltd.,Metals - Non Ferrous,317.0,"Strong Momentum: Price above short, medium and long term moving averages",Declining Net Cash Flow : Companies not able to generate net cash,Negative to Positive growth in Sales and Profit with Strong Price momentum ,309.4,316.7,149.95,345.45
Rajshree Sugars and Chemicals Ltd.,Sugar,67.11,"Strong Momentum: Price above short, medium and long term moving averages",Companies with High Debt,Highest Recovery from 52 Week Low ,66.7,69.75,32.6,79.9
Rallis India Ltd.,Pesticides & Agrochemicals,265.6,"Strong Momentum: Price above short, medium and long term moving averages",MFs decreased their shareholding last quarter,Positive Breakout First Resistance ( LTP > R1) ,256.55,267.45,186.55,271.9
Ram Informatics Ltd.,Software,142.35,"Strong Momentum: Price above short, medium and long term moving averages",Poor cash generated from core business - Declining Cash Flow from Operations for last 2 years,"Companies with current TTM PE Ratio less than 3 Year, 5 Year and 10 Year PE ",140.55,146.0,80.66,168.9
Rajratan Synthetics Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Ram Leather Exports Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Rajoo Engineers Ltd.,Engineering - Industrial Equipments,199.0,Company with high TTM EPS Growth,Declining Net Cash Flow : Companies not able to generate net cash,Highest Recovery from 52 Week Low ,192.0,204.4,23.75,234.3
Rajputana Investment and Finance Ltd.,Finance - Investment,33.35,"Strong Momentum: Price above short, medium and long term moving averages",Poor cash generated from core business - Declining Cash Flow from Operations for last 2 years,Positive Breakout Third Resistance ( LTP > R3) ,33.35,33.35,16.55,37.67
Rajshree Polypack  Ltd.,Plastic Products,NaN,"Strong Momentum: Price above short, medium and long term moving averages",Decline in Quarterly Net Profit with falling Profit Margin (YoY),Positive Breakout Third Resistance ( LTP > R3) ,230.4,253.3,139.0,253.3
Rajratan Global Wire Ltd.,Auto Ancillaries,750.05,Growth in Net Profit with increasing Profit Margin (QoQ),Degrowth in Revenue and Profit,No Opportunity for this stock,746.0,769.3,697.0,919.9
Rajvebh Electronics Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Rajnish Wellness Ltd.,Chemicals,10.26,Company with No Debt,MACD Crossover Below Signal Line,Stock with Low PE (PE < = 10) ,10.1,10.74,8.35,20.5
Rajgor Castor Derivatives Ltd.,Miscellaneous,NaN,Effectively using its capital to generate profit - RoCE improving in last 2 years,Declining Net Cash Flow : Companies not able to generate net cash,No Opportunity for this stock,47.2,49.3,44.3,58.0
Rajinder Pipes Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Rajinder Steels Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Rajinder Alloys Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Rajkot Investment Trust Ltd.,Banks - Private Sector,0.0,Strong Annual EPS Growth,Negative Breakdown Third Support (LTP < S3),Stock with Low PE (PE < = 10) ,31.8,31.8,23.84,60.46
Radhika Spinning Mills Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Rajlaxmi Industries Ltd.,Textiles - Processing,2.85,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,2.85,2.85,2.85,32.38
Rajnandini Metal  Ltd.,Trading,NaN,"Strong Momentum: Price above short, medium and long term moving averages",Decline in Net Profit with falling Profit Margin (QoQ),RSI indicating price strength ,15.5,16.75,8.1,21.35
Rajkamal Synthetics Ltd.,Textiles & Apparel,24.99,Strong Annual EPS Growth,High PE with Negative ROE,No Opportunity for this stock,24.5,25.0,21.99,33.0
Rajesh Malleables Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Rajeswari Infrastructure  Ltd.,Construction - Real Estate,5.67,Increasing profits every quarter for the past 3 quarters,Inefficient use of assets to generate profits - ROA declining in the last 2 years,Stock with Low PE (PE < = 10) ,5.67,5.67,3.38,21.0
Rajdoot Paints Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Rajhans Foods Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Rajendra Mining Spares Company Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Rajesh Global Solutions Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Rajdarshan Industries Ltd.,Metals & Mining,47.35,"Strong Momentum: Price above short, medium and long term moving averages",Inefficient use of capital to generate profits - RoCE declining in the last 2 years,Positive Breakout First Resistance ( LTP > R1) ,43.0,47.15,26.45,64.4
Rajesh Exports Ltd.,Diamond  &  Jewellery,366.15,Effectively using Shareholders fund - Return on equity (ROE) improving since last 2 year,Decline in Net Profit with falling Profit Margin (QoQ),"Companies with current TTM PE Ratio less than 3 Year, 5 Year and 10 Year PE ",364.0,370.0,334.05,1029.7
Rajeshwari Cans Ltd.,Packaging - Packaging Materials,194.95,"Strong Momentum: Price above short, medium and long term moving averages",Declining Net Cash Flow : Companies not able to generate net cash,RSI indicating price strength ,194.95,194.95,17.0,196.0
Rajasthan Polymers and Resins Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Rajendra Caterers & Confectioners Ltd.,Construction & Contracting - Housing,1.1,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,1.1,1.1,1.0,1.1
Raj Irrigation Pipes and Fittings Ltd.,Plastics,21.25,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,21.25,21.25,4.6,29.15
